prate,mrate,totpart,totelg,age,totemp,sole,ltotemp
26.1000003814697,0.209999993443489,1653,6322,8,8709,0,9.07211208343506
100,1.41999995708466,262,262,6,315,1,5.75257253646851
97.5999984741211,0.910000026226044,166,170,10,275,1,5.61677122116089
100,0.419999986886978,257,257,7,500,0,6.21460819244385
82.5,0.529999971389771,591,716,28,933,1,6.8384051322937
100,1.82000005245209,92,92,7,143,1,4.96284484863281
100,0.529999971389771,399,399,31,628,1,6.44254016876221
92.5,0.340000003576279,210,227,13,823,0,6.71295642852783
100,0.219999998807907,234,234,21,279,1,5.63121175765991
96.8000030517578,0.600000023841858,120,124,10,141,1,4.94876003265381
83,0.5,156,188,5,252,0,5.52942895889282
100,1.11000001430511,187,187,20,237,1,5.46806001663208
65.5,0.430000007152557,350,534,5,681,1,6.52356243133545
84.9000015258789,0.509999990463257,1519,1790,10,2557,0,7.84659004211426
100,0.189999997615814,150,150,7,187,1,5.23110866546631
100,0.409999996423721,160,160,7,188,1,5.23644208908081
100,0.839999973773956,3448,3448,13,4120,0,8.3236083984375
77.5999984741211,0.46000000834465,225,290,15,341,0,5.83188247680664
100,0.449999988079071,519,519,15,598,0,6.39359092712402
100,1.12999999523163,176,176,8,273,1,5.60947179794312
66.9000015258789,0.479999989271164,79,118,5,224,1,5.41164588928223
100,0.389999985694885,270,270,7,415,0,6.02827835083008
70.3000030517578,0.209999993443489,201,286,7,361,0,5.88887786865234
100,0.949999988079071,381,381,23,422,0,6.04500532150269
51.2999992370606,0.340000003576279,284,554,9,797,1,6.68085479736328
61.2999992370606,0.360000014305115,171,279,15,2102,1,7.65064477920532
88.3000030517578,0.959999978542328,3858,4371,28,4371,0,8.38274669647217
100,0.870000004768372,143,143,8,143,1,4.96284484863281
82.9000015258789,4.19999980926514,107,129,7,131,1,4.8751974105835
77.8000030517578,0.0799999982118607,770,990,6,1042,0,6.94889736175537
100,0.910000026226044,179,179,6,312,1,5.74300336837769
90.0999984741211,0.439999997615814,2803,3110,6,3543,0,8.1727294921875
85.3000030517578,0.620000004768372,93,109,13,158,0,5.06259489059448
100,0.280000001192093,425,425,7,458,0,6.12686920166016
100,0.589999973773956,2027,2027,7,2442,0,7.80057287216187
75.5999984741211,0.300000011920929,438,579,11,1721,0,7.45066070556641
100,0.560000002384186,584,584,7,685,1,6.5294189453125
100,0.649999976158142,1284,1284,5,1559,0,7.35179996490479
100,1.30999994277954,109,109,37,297,1,5.69373226165772
78.1999969482422,0.209999993443489,1017,1301,7,2125,0,7.66152715682983
77.4000015258789,0.409999996423721,209,270,7,381,1,5.94279956817627
100,0.230000004172325,145,145,6,405,0,6.00388717651367
77,0.409999996423721,612,795,12,1125,0,7.02553844451904
100,2.02999997138977,133,133,35,206,1,5.32787609100342
98.9000015258789,0.519999980926514,275,278,42,297,0,5.69373226165772
75.3000030517578,0.389999985694885,192,255,6,1024,0,6.931471824646
77.1999969482422,0.159999996423721,464,601,6,636,0,6.45519876480103
100,0.990000009536743,542,542,9,622,0,6.4329400062561
88.5,0.100000001490116,3107,3510,5,6428,0,8.76841831207275
100,0.0199999995529652,732,732,7,2284,0,7.73368358612061
100,0.879999995231628,173,173,7,322,1,5.77455139160156
42.5,0.28999999165535,316,744,37,775,0,6.65286302566528
100,0.129999995231628,122,122,11,157,1,5.05624580383301
100,1.5900000333786,390,390,32,446,0,6.10031890869141
74.6999969482422,0.5799999833107,2307,3089,36,4067,1,8.31066131591797
37.5,0.28999999165535,1136,3033,6,3351,0,8.11701393127441
78,0.140000000596046,2332,2990,9,9080,1,9.11382961273193
84,0.649999976158142,905,1078,31,1253,1,7.13329601287842
100,2.39000010490418,179,179,6,179,1,5.18738603591919
100,1.13999998569489,307,307,20,411,1,6.01859331130981
84.9000015258789,0.409999996423721,686,808,7,1404,1,7.24708080291748
79.5,0.219999998807907,1634,2055,5,2304,0,7.74240207672119
100,0.449999988079071,118,118,5,149,1,5.00394630432129
100,1.10000002384186,337,337,14,720,1,6.57925128936768
95.8000030517578,0.629999995231628,113,118,6,130,0,4.86753463745117
99.3000030517578,0.490000009536743,599,603,28,665,0,6.49978685379028
81.1999969482422,0.150000005960464,108,133,7,231,1,5.44241762161255
93.5999984741211,0.109999999403954,162,173,27,211,1,5.35185813903809
88.0999984741211,0.239999994635582,222,252,8,425,1,6.05208921432495
100,0.649999976158142,150,150,16,198,1,5.28826713562012
100,1.35000002384186,285,285,10,287,0,5.6594820022583
100,0.200000002980232,2311,2311,5,3062,0,8.02682399749756
81,0.180000007152557,102,126,27,151,1,5.01727962493897
100,1.16999995708466,101,101,8,247,0,5.50938844680786
73.8000030517578,1.12000000476837,357,484,20,24656,1,10.1127758026123
65.6999969482422,0.150000005960464,334,508,6,808,0,6.69456195831299
94.9000015258789,1.6599999666214,1330,1402,27,2437,0,7.79852294921875
38.0999984741211,0.200000002980232,69,181,6,529,1,6.27098846435547
91.9000015258789,0.200000002980232,148,161,11,575,0,6.3543701171875
35.5999984741211,0.189999997615814,678,1904,9,5102,0,8.53738784790039
71.9000015258789,0.219999998807907,1252,1741,5,2896,0,7.97108554840088
77.4000015258789,2.24000000953674,212,274,6,379,0,5.93753623962402
100,0.620000004768372,163,163,11,253,1,5.53338956832886
93.1999969482422,0.439999997615814,1915,2054,8,3400,1,8.13153076171875
84.5999984741211,0.439999997615814,312,369,7,591,0,6.38181591033936
90.3000030517578,0.469999998807907,940,1041,8,1102,0,7.00488185882568
73,0.119999997317791,92,126,8,138,1,4.92725372314453
86.3000030517578,0.439999997615814,320,371,7,482,0,6.17794418334961
95.5999984741211,0.439999997615814,259,271,7,3661,1,8.20549201965332
80.5,4.65999984741211,24772,30767,16,31973,0,10.3726472854614
65.5999984741211,0.259999990463257,80,122,7,306,1,5.72358512878418
37.7000007629395,0.349999994039536,251,665,8,1395,0,7.2406497001648
78.4000015258789,0.230000004172325,254,324,6,391,0,5.96870756149292
61.7000007629395,0.230000004172325,463,750,10,926,1,6.8308744430542
58.7000007629395,0.25,2371,4039,14,4838,0,8.48425674438477
81.0999984741211,0.409999996423721,189,233,8,424,1,6.04973363876343
100,0.689999997615814,427,427,10,3209,1,8.07371425628662
58.4000015258789,0.340000003576279,108,185,5,273,1,5.60947179794312
34.2000007629395,0.209999993443489,230,672,5,798,1,6.6821084022522
100,1.10000002384186,381,381,7,478,1,6.16961050033569
100,0.509999990463257,203,203,9,597,1,6.39191722869873
96,0.5,25828,26906,23,93165,0,11.4421272277832
100,0.230000004172325,753,753,7,945,1,6.8511848449707
100,0.899999976158142,934,934,7,989,0,6.89669418334961
100,0.839999973773956,595,595,5,3076,0,8.03138542175293
100,1.07000005245209,801,801,7,8546,0,9.05321884155273
76.4000015258789,0.439999997615814,1794,2347,8,4230,1,8.34995746612549
100,0.349999994039536,202,202,6,267,1,5.58724880218506
92.6999969482422,0.319999992847443,127,137,7,162,0,5.08759641647339
56.7000007629395,0.28999999165535,161,284,8,1588,0,7.37023067474365
100,1.99000000953674,208,208,6,208,1,5.33753824234009
78.6999969482422,0.129999995231628,207,263,7,359,1,5.88332223892212
74.0999984741211,0.430000007152557,235,317,6,949,1,6.85540866851807
45.5,0.0700000002980232,276,606,7,710,1,6.56526517868042
87.4000015258789,0.330000013113022,188,215,8,1162,1,7.05789804458618
100,0.939999997615814,156,156,7,1249,1,7.13009834289551
86.4000015258789,0.370000004768372,10149,11753,5,15602,0,9.65515422821045
64.5999984741211,0.370000004768372,148,229,13,4228,1,8.34948444366455
93,1,251,270,10,996,1,6.90374708175659
89.5,0.529999971389771,213,238,15,377,1,5.9322452545166
100,1.60000002384186,580,580,33,889,1,6.7900972366333
100,2.40000009536743,154,154,40,199,1,5.29330492019653
100,0.759999990463257,416,416,24,435,1,6.07534599304199
68.5999984741211,0.449999988079071,177,258,18,301,0,5.70711040496826
63.2999992370606,0.280000001192093,927,1465,8,2468,0,7.81116342544556
100,0.699999988079071,1147,1147,25,2174,1,7.68432426452637
89.5999984741211,0.379999995231628,7843,8756,19,19871,0,9.89701652526855
88.8000030517578,0.400000005960465,4402,4956,10,19871,0,9.89701652526855
58.5999984741211,0.180000007152557,184,314,7,644,0,6.46769857406616
100,1.07000005245209,356,356,6,593,1,6.38519430160523
100,0.200000002980232,3701,3701,33,6769,0,8.82010841369629
100,0.620000004768372,241,241,7,373,1,5.9215784072876
56.2000007629395,0.180000007152557,406,723,6,1035,0,6.94215679168701
100,0.850000023841858,122,122,35,196,1,5.27811479568481
61.7999992370606,0.449999988079071,792,1281,6,1843,0,7.51914978027344
75.6999969482422,0.300000011920929,184,243,7,271,0,5.60211896896362
100,0.389999985694885,104,104,27,207,1,5.33271884918213
100,0.469999998807907,2014,2014,8,3511,0,8.16365623474121
100,0.109999999403954,114,114,7,134,1,4.89784002304077
100,0.8299999833107,206,206,31,290,1,5.6698808670044
61.2000007629395,0.740000009536743,8322,13591,7,17986,0,9.79734897613525
100,1.14999997615814,411,411,26,690,1,6.53669166564941
100,0.600000023841858,556,556,16,891,0,6.79234457015991
100,0.180000007152557,125,125,5,204,0,5.31812000274658
68,0.25,385,566,5,879,0,6.77878475189209
79.8000030517578,0.360000014305115,285,357,6,639,0,6.45990467071533
59.4000015258789,0.300000011920929,368,620,5,903,0,6.80572271347046
100,1.4099999666214,149,149,8,250,1,5.52146100997925
61.5999984741211,0.200000002980232,178,289,8,599,0,6.39526176452637
81,0.779999971389771,328,405,20,609,0,6.4118185043335
33.5,0.46000000834465,85,254,9,425,1,6.05208921432495
65.0999984741211,0.109999999403954,10327,15857,8,41926,0,10.6436614990234
100,1.08000004291534,277,277,26,465,1,6.1420373916626
83.6999969482422,0.310000002384186,1626,1943,24,2364,0,7.76811027526856
89.8000030517578,0.170000001788139,115,128,7,225,0,5.41610050201416
100,0.379999995231628,174,174,7,545,1,6.30078601837158
75.8000030517578,0.259999990463257,424,559,7,780,0,6.65929412841797
66.5999984741211,0.150000005960464,702,1054,9,1145,0,7.04315996170044
85.0999984741211,0.100000001490116,549,645,29,1053,1,6.95939874649048
100,0.529999971389771,231,231,5,278,0,5.62762117385864
100,0.819999992847443,148,148,5,189,1,5.24174690246582
90.5,0.439999997615814,344,380,19,479,1,6.1717004776001
100,0.990000009536743,76,76,7,4198,1,8.34236335754395
67.5999984741211,0.769999980926514,583,863,8,978,0,6.8855094909668
100,4.05999994277954,343,343,7,3290,1,8.09864330291748
75,0.200000002980232,645,860,11,1015,0,6.92264366149902
100,0.740000009536743,250,250,25,441,1,6.08904504776001
89.9000015258789,0.389999985694885,116,129,7,177,0,5.17614984512329
100,0.430000007152557,596,596,11,781,1,6.6605749130249
100,0.129999995231628,412,412,8,412,0,6.02102327346802
100,0.209999993443489,235,235,20,768,0,6.64378976821899
66.9000015258789,0.680000007152557,113,169,5,176,1,5.17048406600952
89.3000030517578,0.529999971389771,536,600,18,790,1,6.67203283309937
100,1.89999997615814,126,126,15,750,1,6.62007331848145
81.5,0.839999973773956,4432,5440,8,10683,0,9.27640914916992
80.9000015258789,0.419999986886978,5138,6353,13,7428,0,8.91301155090332
87.5999984741211,0.629999995231628,99,113,20,154,1,5.03695249557495
77,0.550000011920929,151,196,12,221,0,5.39816284179688
99.5,0.959999978542328,219,220,7,256,1,5.5451774597168
97.6999969482422,0.519999980926514,213,218,6,250,1,5.52146100997925
100,4.30999994277954,292,292,23,429,0,6.06145715713501
100,1.26999998092651,165,165,5,214,1,5.36597585678101
58.7999992370606,0.319999992847443,1096,1864,9,8470,0,9.04428577423096
100,0.560000002384186,293,293,6,412,1,6.02102327346802
100,0.28999999165535,65,65,20,118,1,4.77068471908569
93.0999984741211,0.569999992847443,511,549,9,584,1,6.36990118026733
100,1.26999998092651,165,165,13,207,1,5.33271884918213
100,0.349999994039536,175,175,19,207,1,5.33271884918213
100,0.379999995231628,146,146,5,192,1,5.2574954032898
100,0.660000026226044,121,121,19,207,0,5.33271884918213
56.4000015258789,0.200000002980232,472,837,12,1522,1,7.32778072357178
87.3000030517578,0.280000001192093,1832,2098,10,3450,1,8.1461296081543
100,0.670000016689301,249,249,16,764,1,6.63856792449951
22.1000003814697,0.109999999403954,166,752,7,3537,1,8.17103385925293
48.5999984741211,0.189999997615814,402,828,5,1200,0,7.09007692337036
100,0.5,166,166,7,247,1,5.50938844680786
65.0999984741211,0.629999995231628,3205,4926,10,31859,0,10.3690748214722
100,0.469999998807907,534,534,7,860,1,6.75693225860596
83.4000015258789,0.439999997615814,2495,2991,32,5277,0,8.57111263275147
100,0.779999971389771,152,152,11,389,1,5.96357917785645
100,0.469999998807907,198,198,8,308,1,5.73009967803955
55.7000007629395,0.200000002980232,141,253,6,307,0,5.72684764862061
100,0.430000007152557,215,215,8,600,1,6.39692974090576
100,1.79999995231628,139,139,12,204,1,5.31812000274658
100,1.24000000953674,360,360,8,783,1,6.6631326675415
100,3.16000008583069,247,247,11,268,1,5.59098720550537
55.0999984741211,0.209999993443489,102,185,7,237,1,5.46806001663208
100,1.25,99,99,9,151,0,5.01727962493897
71.4000015258789,0.620000004768372,267,374,5,416,1,6.03068542480469
78.3000030517578,0.5,382,488,7,654,1,6.4831075668335
100,0.509999990463257,574,574,13,831,1,6.7226300239563
100,0.769999980926514,306,306,11,545,1,6.30078601837158
100,0.400000005960465,3030,3030,6,4075,0,8.31262588500977
99.0999984741211,0.280000001192093,111,112,11,144,1,4.96981334686279
100,1.01999998092651,560,560,8,2409,0,7.7869668006897
78.5,0.340000003576279,197,251,9,264,1,5.57594919204712
64.9000015258789,0.469999998807907,181,279,5,309,1,5.73334121704102
77.5,0.600000023841858,110,142,7,190,1,5.24702405929565
58.5999984741211,0.370000004768372,140,239,7,695,0,6.54391193389893
100,0.189999997615814,142,142,5,171,1,5.14166355133057
80,0.200000002980232,557,696,6,889,0,6.7900972366333
100,0.469999998807907,409,409,6,796,1,6.67959928512573
100,0.689999997615814,161,161,5,323,1,5.77765226364136
100,1.23000001907349,265,265,6,265,1,5.57973003387451
42.0999984741211,0.189999997615814,1217,2892,6,5036,0,8.5243673324585
100,2.89000010490418,247,247,8,333,1,5.80814266204834
73.4000015258789,0.400000005960465,91,124,5,173,1,5.15329170227051
77.5,0.100000001490116,179,231,5,409,1,6.0137152671814
100,0.550000011920929,852,852,5,852,1,6.74758672714233
59.0999984741211,0.419999986886978,272,460,8,1521,1,7.32712316513062
75.3000030517578,0.469999998807907,440,584,6,753,1,6.62406539916992
92.1999969482422,0.620000004768372,379,411,17,468,1,6.14846849441528
82.5999984741211,0.639999985694885,176,213,30,254,0,5.53733444213867
89.8000030517578,0.230000004172325,132,147,24,540,0,6.29156923294067
95.3000030517578,0.409999996423721,123,129,5,491,0,6.19644403457642
47.2999992370606,0.419999986886978,156,330,7,384,0,5.9506425857544
78.5999984741211,0.200000002980232,971,1236,5,4195,0,8.34164905548096
75.5,0.239999994635582,880,1165,20,1306,0,7.17472410202026
100,0.819999992847443,470,470,16,569,0,6.34388065338135
90.6999969482422,0.400000005960465,165,182,10,268,0,5.59098720550537
97.1999969482422,0.239999994635582,106,109,10,124,0,4.82028150558472
60.5999984741211,0.189999997615814,197,325,6,975,1,6.88243770599365
87.0999984741211,0.230000004172325,546,627,6,694,0,6.54247188568115
100,0.959999978542328,93,93,15,104,1,4.64439105987549
79,0.159999996423721,454,575,8,880,0,6.7799220085144
100,1.70000004768372,257,257,7,307,1,5.72684764862061
100,0.699999988079071,213,213,7,720,1,6.57925128936768
100,0.670000016689301,104,104,7,116,1,4.75359010696411
48.5999984741211,0.469999998807907,134,276,6,287,1,5.6594820022583
100,1.3400000333786,115,115,23,194,1,5.26785802841187
100,1.01999998092651,123,123,15,244,1,5.49716806411743
92.6999969482422,0.219999998807907,102,110,9,174,1,5.15905523300171
100,2.59999990463257,132,132,20,205,1,5.32300996780396
100,0.170000001788139,163,163,23,394,0,5.97635078430176
100,1.32000005245209,119,119,8,244,1,5.49716806411743
68.6999969482422,0.0700000002980232,572,833,22,833,0,6.7250337600708
100,1.33000004291534,156,156,23,227,0,5.42495012283325
100,1.44000005722046,97,97,16,306,1,5.72358512878418
100,1.23000001907349,2097,2097,10,2868,0,7.96136999130249
100,2.33999991416931,138,138,5,237,1,5.46806001663208
100,2.61999988555908,51200,51200,17,51200,1,10.8434944152832
100,0.389999985694885,136,136,14,334,1,5.81114101409912
100,1.42999994754791,210,210,8,256,1,5.5451774597168
100,0.0500000007450581,234,234,17,1107,1,7.00940895080566
100,4.6399998664856,114,114,6,185,1,5.22035598754883
100,0.259999990463257,161,161,6,737,0,6.60258769989014
100,2.50999999046326,244,244,5,244,1,5.49716806411743
100,0.639999985694885,355,355,5,440,0,6.08677482604981
100,0.879999995231628,403,403,5,437,0,6.07993316650391
100,1.29999995231628,203,203,8,253,1,5.53338956832886
100,0.589999973773956,159,159,5,183,1,5.20948600769043
94.5,0.28999999165535,596,631,7,631,0,6.44730567932129
100,0.519999980926514,257,257,7,259,1,5.55682802200317
100,0.170000001788139,2972,2972,6,4197,0,8.34212493896484
100,0.469999998807907,389,389,5,531,1,6.27476215362549
78,0.560000002384186,568,728,12,3924,0,8.27486705780029
88.5,0.430000007152557,1899,2146,6,2153,0,7.67461729049683
100,0.150000005960464,261,261,7,739,0,6.60529804229736
99.9000015258789,0.360000014305115,847,848,8,976,1,6.88346242904663
100,0.370000004768372,637,637,22,751,0,6.62140560150147
100,0.200000002980232,100,100,5,147,1,4.99043273925781
75.6999969482422,0.219999998807907,2572,3399,9,14204,0,9.561279296875
100,1.6599999666214,224,224,21,332,0,5.8051347732544
66.5999984741211,0.370000004768372,251,377,7,1524,0,7.32909393310547
75.9000015258789,0.419999986886978,472,622,7,812,0,6.6995005607605
93.8000030517578,0.200000002980232,105,112,6,142,0,4.95582723617554
86.5999984741211,0.109999999403954,596,688,10,919,0,6.82328605651856
100,1.07000005245209,103,103,9,106,1,4.66343927383423
100,0.370000004768372,437,437,7,446,0,6.10031890869141
100,0.730000019073486,616,616,7,639,1,6.45990467071533
64.9000015258789,0.419999986886978,96,148,20,225,1,5.41610050201416
100,2.52999997138977,134,134,9,191,1,5.25227355957031
100,0.300000011920929,2851,2851,7,4044,0,8.3049898147583
100,0.389999985694885,381,381,7,561,0,6.32972097396851
75.3000030517578,0.430000007152557,290,385,24,1108,0,7.0103120803833
96.8000030517578,0.180000007152557,274,283,8,315,0,5.75257253646851
100,0.28999999165535,433,433,9,471,0,6.15485811233521
49.5999984741211,1.45000004768372,137,276,11,328,0,5.79301357269287
42.4000015258789,0.639999985694885,772,1821,8,2048,0,7.6246190071106
100,0.25,182,182,21,635,1,6.45362520217896
100,0.629999995231628,214,214,20,268,0,5.59098720550537
100,0.319999992847443,249,249,7,308,1,5.73009967803955
83.6999969482422,0.150000005960464,431,515,15,600,0,6.39692974090576
83.5,0.670000016689301,71,85,6,101,1,4.61512041091919
85.0999984741211,0.230000004172325,131,154,4,285,1,5.65248918533325
80.5999984741211,0.419999986886978,1409,1748,14,3138,0,8.05134105682373
100,0.0299999993294477,255,255,25,266,0,5.58349609375
100,0.870000004768372,126,126,7,233,1,5.4510383605957
77.4000015258789,0.219999998807907,702,907,6,1334,0,7.19593715667725
82.5,3.99000000953674,2492,3022,9,3904,0,8.26975727081299
100,1.11000001430511,4252,4252,33,4483,0,8.40804767608643
100,0.0900000035762787,483,483,9,546,1,6.30261898040772
48.7999992370606,0.230000004172325,690,1413,5,4100,1,8.31874179840088
100,0.0799999982118607,105,105,5,156,1,5.04985618591309
73.5,0.310000002384186,186,253,13,260,0,5.56068181991577
100,0.680000007152557,1051,1051,5,1094,0,6.99759578704834
82,0.409999996423721,937,1142,28,6179,0,8.72891139984131
100,0.800000011920929,547,547,20,869,1,6.76734304428101
77.1999969482422,0.740000009536743,982,1272,10,1719,0,7.44949817657471
100,1.41999995708466,104,104,8,141,1,4.94876003265381
90.6999969482422,0.360000014305115,411,453,5,1380,1,7.22983884811401
100,0.889999985694885,1275,1275,8,2473,1,7.81318712234497
83.5999984741211,0.209999993443489,138,165,7,1990,1,7.59589004516602
100,1.0900000333786,252,252,7,254,0,5.53733444213867
46.9000015258789,0.25,345,736,7,1131,1,7.0308575630188
91.1999969482422,0.670000016689301,198,217,9,313,0,5.74620342254639
76.5,0.469999998807907,297,388,5,703,0,6.55535697937012
72.3000030517578,0.46000000834465,427,591,8,663,1,6.49677515029907
96.5,0.72000002861023,245,254,9,348,1,5.85220241546631
82.1999969482422,0.270000010728836,245,298,7,469,1,6.1506028175354
100,0.439999997615814,87,87,16,117,0,4.76217412948608
100,1.58000004291534,123,123,10,123,1,4.81218433380127
100,0.330000013113022,109,109,7,161,1,5.08140420913696
100,0.920000016689301,108,108,7,278,1,5.62762117385864
100,0.709999978542328,174,174,7,241,1,5.48479700088501
100,0.550000011920929,460,460,5,705,1,6.55819797515869
100,2.1800000667572,826,826,7,2262,1,7.7240047454834
100,0.370000004768372,246,246,6,309,0,5.73334121704102
89.4000015258789,1.39999997615814,152,170,6,181,1,5.19849681854248
100,1.48000001907349,129,129,7,795,1,6.67834234237671
96,2,753,784,16,1003,0,6.91075086593628
100,0.819999992847443,380,380,6,1929,0,7.56475687026978
100,3.80999994277954,1989,1989,6,3924,0,8.27486705780029
100,0.419999986886978,155,155,8,210,1,5.34710741043091
100,0.529999971389771,93,93,9,262,1,5.5683445930481
100,1.07000005245209,892,892,16,1334,1,7.19593715667725
100,0.970000028610229,884,884,39,1191,0,7.08254861831665
97.4000015258789,0.5,518,532,35,1922,0,7.56112146377564
100,0.490000009536743,1320,1320,7,1888,0,7.54327344894409
93.6999969482422,0.360000014305115,699,746,7,1011,0,6.9186954498291
74,0.239999994635582,1232,1664,6,3733,1,8.22496700286865
91.5999984741211,0.75,536,585,5,894,0,6.79570579528809
100,0.25,262,262,6,305,0,5.72031164169312
98.5999984741211,0.370000004768372,207,210,21,312,1,5.74300336837769
77.9000015258789,0.370000004768372,1170,1501,6,1782,0,7.48549175262451
92.3000030517578,0.730000019073486,322,349,37,492,1,6.19847869873047
100,0.409999996423721,634,634,7,2839,0,7.95120716094971
100,2,188,188,29,283,1,5.64544677734375
100,0.389999985694885,178,178,36,178,1,5.18178367614746
91.6999969482422,0.109999999403954,210,229,29,783,1,6.6631326675415
99.8000030517578,1.53999996185303,475,476,16,681,1,6.52356243133545
98.6999969482422,1.23000001907349,155,157,16,231,1,5.44241762161255
100,1.46000003814697,971,971,8,12210,1,9.41001033782959
59.7999992370606,0.259999990463257,974,1629,9,1826,1,7.50988292694092
100,0.889999985694885,908,908,14,995,0,6.90274286270142
21,0.170000001788139,2577,12291,24,20928,0,9.94884300231934
100,0.219999998807907,251,251,22,363,1,5.89440298080444
100,0.119999997317791,131,131,9,922,1,6.82654523849487
78,0.170000001788139,213,273,5,287,1,5.6594820022583
72,0.219999998807907,683,949,7,2977,0,7.99867153167725
100,0.239999994635582,114,114,6,247,1,5.50938844680786
90.8000030517578,1.26999998092651,128,141,6,141,1,4.94876003265381
100,1.02999997138977,102,102,9,119,1,4.77912330627441
100,3.45000004768372,212,212,6,232,1,5.44673728942871
100,1.99000000953674,190,190,8,211,1,5.35185813903809
73.6999969482422,0.349999994039536,168,228,7,349,1,5.85507202148438
100,1.67999994754791,555,555,18,2691,1,7.89766836166382
100,0.140000000596046,1655,1655,6,2555,0,7.84580755233765
100,0.330000013113022,148,148,5,233,1,5.4510383605957
100,0.100000001490116,105,105,7,105,1,4.65396022796631
76.3000030517578,0.300000011920929,161,211,8,856,0,6.75227022171021
54.0999984741211,0.219999998807907,482,891,6,3277,0,8.09468364715576
76.5,0.25,127,166,5,225,0,5.41610050201416
95.1999969482422,0.519999980926514,99,104,6,317,1,5.75890159606934
92,0.0599999986588955,613,666,15,1368,0,7.22110509872437
100,0.509999990463257,284,284,6,340,0,5.82894563674927
100,0.870000004768372,183,183,9,221,1,5.39816284179688
